Transaction_Amount,Timestamp,Geo_Location,IP_Address,Merchant_MCC,Account_CurrentBalance,Client_IBAN,Counterparty_IBAN,Transaction_Type
"376,95",2024-02-21 14:55:00,"Cyprus (35.1264, 33.4299)",36.162.195.254,7534,"160744,05",DE41303789475622403641,DE22965687203229836394,SEPA
"4523,61",2024-02-21 17:32:00,"Sydney, Australia (-33.8688, 151.2093)",64.130.88.13,5441,"40904,64",DE34053408088654578486,DE64757475159078549044,BILL_PAYMENT
"14452,49",2024-02-22 02:30:00,"New York, USA (40.7128, -74.0060)",173.51.126.196,7641,"14080,05",DE45611004522774697669,DE22452842572396451235,WIRE_TRANSFER
"12799,9",2024-02-22 03:29:00,"Cyprus (35.1264, 33.4299)",165.126.153.90,7519,"28629,61",DE64733442149696350245,DE29916768580065674646,SWIFT
"4924,35",2024-02-22 04:55:00,"Frankfurt, Germany (50.1109, 8.6821)",140.133.149.177,7622,"98452,69",DE19560397578096463876,DE43898807398882718828,SWIFT
"11897,54",2024-02-22 11:08:00,"Toronto, Canada (43.6532, -79.3832)",132.72.242.52,5975,"178210,05",DE17868765643312942108,DE71724337750016626442,SWIFT
"8440,91",2024-02-22 13:37:00,"Tokyo, Japan (35.6762, 139.6503)",142.234.157.176,5962,"23741,69",DE22965687203229836394,DE58313678796352621837,WIRE_TRANSFER
"6787,31",2024-02-22 15:58:00,"Toronto, Canada (43.6532, -79.3832)",166.220.168.56,7032,"6044,94",DE49541338466289641717,DE80602276804025016525,SEPA
"14478,76",2024-02-22 19:18:00,"Singapore (1.3521, 103.8198)",46.131.8.138,6531,"137504,63",DE77653619723857283695,DE07065933118466507215,ACH
"10360,73",2024-02-22 19:35:00,"Paris, France (48.8566, 2.3522)",222.16.182.7,6011,"111863,01",DE63666125292227339721,DE33098599620746915640,CARD_PAYMENT
"405,45",2024-02-23 11:45:00,"Frankfurt, Germany (50.1109, 8.6821)",187.226.173.177,5411,"45507,85",DE85863193008687593586,DE62695986758587422675,CARD_PAYMENT
"13779,23",2024-02-23 12:10:00,"Panama City, Panama (8.9824, -79.5199)",229.175.26.247,5813,"94852,92",DE12998142403927449957,DE22965687203229836394,SEPA
"3050,01",2024-02-24 00:35:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",153.196.128.124,6529,"110342,06",DE49541338466289641717,DE41303789475622403641,BILL_PAYMENT
"8783,75",2024-02-24 01:24:00,"Dubai, UAE (25.2048, 55.2708)",34.190.158.146,7629,"146987,29",DE95220236281353745430,DE71174668074201095952,BILL_PAYMENT
"4563,76",2024-02-24 11:42:00,"Dubai, UAE (25.2048, 55.2708)",159.244.21.174,5968,"122782,08",DE98525832950016740395,DE55423440463190800785,WIRE_TRANSFER
1523,2024-02-24 19:51:00,"Nassau, Bahamas (25.0343, -77.3963)",234.36.193.122,5912,"181175,98",DE80602276804025016525,DE45611004522774697669,SEPA
"7302,93",2024-02-25 04:26:00,"Sydney, Australia (-33.8688, 151.2093)",126.202.109.104,5921,"197638,12",DE46848731919879983705,DE80424971056387621024,SWIFT
"10854,21",2024-02-25 11:49:00,"Dubai, UAE (25.2048, 55.2708)",97.120.99.74,5941,"8866,86",DE76101837512445132435,DE12998142403927449957,SEPA
"1183,08",2024-02-25 15:16:00,"Sydney, Australia (-33.8688, 151.2093)",91.73.6.36,5940,"40046,35",DE85863193008687593586,DE71724337750016626442,BILL_PAYMENT
"8152,9",2024-02-25 18:40:00,"New York, USA (40.7128, -74.0060)",4.193.34.187,5422,"106347,6",DE07065933118466507215,DE58559534692073767730,INTERNAL_TRANSFER
"13352,36",2024-02-26 03:40:00,"Sydney, Australia (-33.8688, 151.2093)",178.33.65.16,5975,"71142,7",DE19958511387882217846,DE98769043821442294850,SEPA
"3433,43",2024-02-26 09:04:00,"Sydney, Australia (-33.8688, 151.2093)",204.187.24.42,7011,"28484,69",DE98769043821442294850,DE67929625670649276366,SEPA
"3163,69",2024-02-26 12:00:00,"Cyprus (35.1264, 33.4299)",228.82.224.162,5973,"103321,54",DE13683629854339459654,DE26483789595122698071,BILL_PAYMENT
"1419,97",2024-02-26 15:06:00,"Frankfurt, Germany (50.1109, 8.6821)",81.11.141.236,5940,"30680,07",DE80602276804025016525,DE19560397578096463876,ACH
"4325,82",2024-02-26 23:18:00,"Mumbai, India (19.0760, 72.8777)",244.35.111.207,7631,"125584,13",DE37162309896449967341,DE13702202126332296617,SEPA
"14401,76",2024-02-27 14:29:00,"Paris, France (48.8566, 2.3522)",245.203.205.238,5961,"2857,3",DE08726249804207627540,DE57477964938936656315,WIRE_TRANSFER
"1036,69",2024-02-27 16:32:00,"Frankfurt, Germany (50.1109, 8.6821)",113.60.139.39,5812,"5686,55",DE80602276804025016525,DE44572961937397155013,CARD_PAYMENT
"1789,51",2024-02-27 17:21:00,"Sydney, Australia (-33.8688, 151.2093)",56.154.89.29,5814,"40000,57",DE80602276804025016525,DE43898807398882718828,SEPA
"1003,74",2024-02-28 08:25:00,"Mumbai, India (19.0760, 72.8777)",159.60.125.148,5422,"60355,41",DE55423440463190800785,DE88295498411142177571,WIRE_TRANSFER
"1247,23",2024-02-28 10:28:00,"Tokyo, Japan (35.6762, 139.6503)",246.46.187.137,5814,"25683,77",DE85863193008687593586,DE29573532540948934521,BILL_PAYMENT
"442,27",2024-02-28 15:11:00,"Sydney, Australia (-33.8688, 151.2093)",229.78.90.223,7535,"81909,38",DE77164798701236531933,DE38736535270957763063,INTERNAL_TRANSFER
"1754,93",2024-02-29 03:34:00,"Cyprus (35.1264, 33.4299)",22.243.101.26,7538,"94154,22",DE67929625670649276366,DE08726249804207627540,ACH
"4705,77",2024-02-29 17:11:00,"Dubai, UAE (25.2048, 55.2708)",240.183.239.91,5813,"24376,39",DE11825533331515937882,DE98525832950016740395,SWIFT
"2430,54",2024-02-29 23:50:00,"Sydney, Australia (-33.8688, 151.2093)",24.251.93.27,5813,"80591,6",DE71936767910116526716,DE08726249804207627540,SEPA
"12853,86",2024-03-01 00:29:00,"Tokyo, Japan (35.6762, 139.6503)",239.67.94.93,6051,"165449,53",DE71724337750016626442,DE85863193008687593586,CARD_PAYMENT
"1257,82",2024-03-01 09:38:00,"Paris, France (48.8566, 2.3522)",238.102.201.46,5912,"29328,45",DE85863193008687593586,DE11825533331515937882,ACH
"13460,51",2024-03-01 10:09:00,"Mumbai, India (19.0760, 72.8777)",37.13.217.31,5975,"172007,91",DE77653619723857283695,DE13683629854339459654,ACH
"13698,03",2024-03-01 14:00:00,"Panama City, Panama (8.9824, -79.5199)",242.178.98.132,5813,"124314,69",DE45611004522774697669,DE95220236281353745430,INTERNAL_TRANSFER
"1921,76",2024-03-02 02:07:00,"Toronto, Canada (43.6532, -79.3832)",197.197.180.82,5948,"59009,99",DE02200265582329718478,DE43898807398882718828,ACH
"8532,35",2024-03-02 09:09:00,"Frankfurt, Germany (50.1109, 8.6821)",142.39.23.132,5944,"2759,59",DE14846907231557108629,DE58559534692073767730,INTERNAL_TRANSFER
"12198,86",2024-03-02 14:44:00,"Dubai, UAE (25.2048, 55.2708)",158.184.202.206,6538,"169738,39",DE37162309896449967341,DE85538483994235988126,INTERNAL_TRANSFER
"1836,49",2024-03-03 00:19:00,"Mumbai, India (19.0760, 72.8777)",34.144.174.186,6530,"150063,45",DE77653619723857283695,DE44572961937397155013,SWIFT
"5645,14",2024-03-03 12:26:00,"Frankfurt, Germany (50.1109, 8.6821)",1.186.118.250,5972,127855,DE47435388196874792854,DE62458731926211764545,ACH
"8730,69",2024-03-03 19:31:00,"London, UK (51.5074, -0.1278)",88.220.50.97,5945,"123026,26",DE61076526144982519826,DE80602276804025016525,BILL_PAYMENT
"5714,66",2024-03-03 22:04:00,"Nassau, Bahamas (25.0343, -77.3963)",221.219.96.155,5912,"503,12",DE01956184854410948406,DE17868765643312942108,INTERNAL_TRANSFER
"8156,83",2024-03-04 11:50:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",108.242.17.72,5977,"117156,01",DE05278047050555135125,DE13850611322279370660,WIRE_TRANSFER
"12344,46",2024-03-04 12:34:00,"New York, USA (40.7128, -74.0060)",209.106.229.41,5962,"79496,58",DE77164798701236531933,DE13850611322279370660,ACH
"8441,85",2024-03-04 21:34:00,"Panama City, Panama (8.9824, -79.5199)",100.205.139.53,7629,"52881,23",DE08726249804207627540,DE26483789595122698071,ACH
"10625,37",2024-03-05 03:10:00,"Mumbai, India (19.0760, 72.8777)",196.255.50.40,5921,"67726,9",DE85863193008687593586,DE05603506140323737820,SEPA
"13725,92",2024-03-05 06:35:00,"Tokyo, Japan (35.6762, 139.6503)",139.24.169.86,5993,"140861,5",DE67929625670649276366,DE72900602653954607867,SEPA
"839,79",2024-03-05 07:41:00,"Singapore (1.3521, 103.8198)",199.100.194.175,5973,"199617,95",DE14846907231557108629,DE45611004522774697669,ACH
"12489,24",2024-03-06 05:01:00,"Toronto, Canada (43.6532, -79.3832)",7.189.104.73,5999,"38160,7",DE38530636463083929906,DE09288082463081273872,SWIFT
"6850,18",2024-03-06 10:21:00,"Cyprus (35.1264, 33.4299)",25.175.134.17,7549,"33434,02",DE34658912085920893419,DE85538483994235988126,ACH
"7517,9",2024-03-06 13:47:00,"Tokyo, Japan (35.6762, 139.6503)",194.66.163.202,7549,"184672,26",DE88295498411142177571,DE05603506140323737820,BILL_PAYMENT
"3518,28",2024-03-06 20:28:00,"Dubai, UAE (25.2048, 55.2708)",155.220.123.6,5813,"29135,41",DE29916768580065674646,DE29455927236237049902,SWIFT
"116,64",2024-03-06 23:38:00,"Dubai, UAE (25.2048, 55.2708)",86.164.220.24,5975,"51359,31",DE52211157124795211210,DE44572961937397155013,BILL_PAYMENT
"7523,72",2024-03-07 02:20:00,"London, UK (51.5074, -0.1278)",195.158.76.250,5992,"193632,38",DE06217435224929418484,DE13850611322279370660,ACH
"11860,88",2024-03-07 07:08:00,"Frankfurt, Germany (50.1109, 8.6821)",221.27.96.45,7512,"13375,05",DE80602276804025016525,DE13702202126332296617,BILL_PAYMENT
"1987,36",2024-03-07 11:12:00,"Tokyo, Japan (35.6762, 139.6503)",200.64.19.63,6300,"110554,84",DE71724337750016626442,DE17868765643312942108,ACH
"862,63",2024-03-07 20:16:00,"Panama City, Panama (8.9824, -79.5199)",42.69.54.126,7802,"82163,09",DE49836894055884547461,DE34053408088654578486,SEPA
"2904,09",2024-03-08 04:05:00,"Tokyo, Japan (35.6762, 139.6503)",166.79.28.238,5968,"84629,64",DE88295498411142177571,DE87022351267045424956,SEPA
"14694,91",2024-03-08 06:25:00,"Toronto, Canada (43.6532, -79.3832)",72.137.223.70,7542,"114390,28",DE77653619723857283695,DE85863193008687593586,BILL_PAYMENT
"5986,07",2024-03-08 10:36:00,"Singapore (1.3521, 103.8198)",39.123.159.218,7512,"81617,43",DE26483789595122698071,DE85863193008687593586,ACH
"11141,39",2024-03-08 19:23:00,"Paris, France (48.8566, 2.3522)",31.21.97.50,5965,"148168,97",DE52211157124795211210,DE43898807398882718828,SEPA
"13803,38",2024-03-08 23:40:00,"Cyprus (35.1264, 33.4299)",223.27.169.219,6529,"94615,34",DE80602276804025016525,DE19958511387882217846,SEPA
"2406,35",2024-03-09 00:58:00,"Mumbai, India (19.0760, 72.8777)",52.131.171.51,7534,"189364,34",DE49836894055884547461,DE64757475159078549044,SEPA
"2757,26",2024-03-09 05:10:00,"Singapore (1.3521, 103.8198)",116.1.200.217,5999,"172832,47",DE37162309896449967341,DE76101837512445132435,BILL_PAYMENT
"4358,57",2024-03-09 10:16:00,"Panama City, Panama (8.9824, -79.5199)",11.17.72.6,7801,"117769,99",DE71936767910116526716,DE30188272914924300529,WIRE_TRANSFER
"6961,61",2024-03-09 11:21:00,"Hong Kong (22.3193, 114.1694)",250.240.85.181,5971,"27140,53",DE02200265582329718478,DE67929625670649276366,ACH
"2278,57",2024-03-09 22:32:00,"Paris, France (48.8566, 2.3522)",253.227.34.109,7534,"29014,45",DE11825533331515937882,DE13702202126332296617,WIRE_TRANSFER
"3609,13",2024-03-09 23:31:00,"Toronto, Canada (43.6532, -79.3832)",80.43.194.68,7512,"80335,19",DE44572961937397155013,DE98525832950016740395,INTERNAL_TRANSFER
"12645,66",2024-03-10 07:31:00,"Mumbai, India (19.0760, 72.8777)",196.176.92.192,7995,"145846,76",DE77164798701236531933,DE02200265582329718478,BILL_PAYMENT
"9814,82",2024-03-10 08:00:00,"Nassau, Bahamas (25.0343, -77.3963)",254.76.203.59,5948,"30822,88",DE98081467947140449034,DE60898660982173308541,CARD_PAYMENT
"6757,23",2024-03-10 10:51:00,"Panama City, Panama (8.9824, -79.5199)",219.192.226.118,6529,"19560,27",DE22452842572396451235,DE98769043821442294850,CARD_PAYMENT
"14597,48",2024-03-10 12:11:00,"Dubai, UAE (25.2048, 55.2708)",49.79.80.52,5947,"93471,07",DE33098599620746915640,DE55220896143564281342,SEPA
"5297,61",2024-03-10 17:39:00,"Mumbai, India (19.0760, 72.8777)",17.164.252.155,7542,"128750,72",DE22965687203229836394,DE37006276983513963593,BILL_PAYMENT
"908,59",2024-03-10 18:16:00,"Paris, France (48.8566, 2.3522)",96.132.181.32,7519,"43035,4",DE14846907231557108629,DE12986712861740028575,WIRE_TRANSFER
"5910,83",2024-03-10 21:04:00,"Dubai, UAE (25.2048, 55.2708)",201.100.236.23,7998,"32973,11",DE85863193008687593586,DE12986712861740028575,BILL_PAYMENT
"10777,52",2024-03-10 23:05:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",159.200.187.64,5983,"125705,57",DE14720138926395919192,DE34053408088654578486,INTERNAL_TRANSFER
"10998,89",2024-03-11 13:15:00,"Paris, France (48.8566, 2.3522)",179.217.190.14,5976,"183838,13",DE29455927236237049902,DE80424971056387621024,SWIFT
"8829,4",2024-03-11 14:19:00,"Cyprus (35.1264, 33.4299)",251.160.25.29,7692,"60296,44",DE38833058879675121705,DE43898807398882718828,ACH
"9659,02",2024-03-11 14:33:00,"London, UK (51.5074, -0.1278)",243.118.171.179,6051,"182280,98",DE55220896143564281342,DE68378313878394495870,ACH
"11698,23",2024-03-11 23:12:00,"Mumbai, India (19.0760, 72.8777)",106.113.212.216,5968,"91809,68",DE26483789595122698071,DE58559534692073767730,SWIFT
"8516,35",2024-03-12 06:27:00,"Dubai, UAE (25.2048, 55.2708)",160.207.81.100,5964,"76090,07",DE06366888337780069974,DE72900602653954607867,CARD_PAYMENT
"13183,51",2024-03-12 22:54:00,"Frankfurt, Germany (50.1109, 8.6821)",129.149.71.82,6529,"73016,44",DE17868765643312942108,DE37162309896449967341,SWIFT
11297,2024-03-13 02:07:00,"Tokyo, Japan (35.6762, 139.6503)",161.77.120.36,7033,"16588,14",DE80602276804025016525,DE80602276804025016525,WIRE_TRANSFER
"11030,96",2024-03-13 03:22:00,"Dubai, UAE (25.2048, 55.2708)",114.193.83.152,5962,"130145,16",DE09288082463081273872,DE72900602653954607867,SEPA
"10338,07",2024-03-13 07:03:00,"Nassau, Bahamas (25.0343, -77.3963)",154.208.2.69,5977,"104543,77",DE71724337750016626442,DE34658912085920893419,SWIFT
"12294,7",2024-03-13 19:26:00,"Sydney, Australia (-33.8688, 151.2093)",113.97.1.95,5975,"176508,62",DE22965687203229836394,DE26883187696082691115,SWIFT
"5865,64",2024-03-13 20:51:00,"Toronto, Canada (43.6532, -79.3832)",137.197.96.122,7519,"31840,37",DE19560397578096463876,DE72900602653954607867,SWIFT
"12766,22",2024-03-14 00:25:00,"Mumbai, India (19.0760, 72.8777)",105.107.60.163,7534,"51216,86",DE98081467947140449034,DE85863193008687593586,INTERNAL_TRANSFER
"11977,66",2024-03-14 03:16:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",133.142.150.36,5960,"182730,83",DE26883187696082691115,DE09288082463081273872,SEPA
"13523,75",2024-03-14 08:50:00,"Dubai, UAE (25.2048, 55.2708)",147.52.174.104,7531,"154623,35",DE22539176725448936679,DE09288082463081273872,CARD_PAYMENT
"14091,48",2024-03-14 13:15:00,"Hong Kong (22.3193, 114.1694)",100.88.206.232,6529,"154101,28",DE09288082463081273872,DE58313678796352621837,INTERNAL_TRANSFER
"7663,07",2024-03-14 14:12:00,"Tokyo, Japan (35.6762, 139.6503)",8.113.99.32,7538,"10095,51",DE95220236281353745430,DE46848731919879983705,SWIFT
"8106,79",2024-03-14 15:20:00,"Frankfurt, Germany (50.1109, 8.6821)",165.167.196.77,5921,"94824,23",DE38530636463083929906,DE98769043821442294850,CARD_PAYMENT
"3457,99",2024-03-14 17:59:00,"Paris, France (48.8566, 2.3522)",228.1.8.17,5965,"63040,88",DE80424971056387621024,DE80602276804025016525,SEPA
"5216,27",2024-03-15 03:37:00,"Singapore (1.3521, 103.8198)",20.154.153.111,7998,"40791,25",DE38833058879675121705,DE17868765643312942108,SEPA
"4486,47",2024-03-15 05:40:00,"Frankfurt, Germany (50.1109, 8.6821)",12.13.110.238,5960,"71583,86",DE32676174774956686104,DE41767259461962155099,WIRE_TRANSFER
"7348,5",2024-03-15 08:32:00,"Toronto, Canada (43.6532, -79.3832)",28.243.223.100,6530,"40707,93",DE58847528925395882749,DE22965687203229836394,SWIFT
"923,2",2024-03-15 13:37:00,"Hong Kong (22.3193, 114.1694)",255.161.246.149,7538,"184838,34",DE41303789475622403641,DE29681775483909919426,INTERNAL_TRANSFER
"4801,84",2024-03-15 17:22:00,"London, UK (51.5074, -0.1278)",239.46.87.207,5812,"80792,42",DE48461642607714195028,DE98525832950016740395,INTERNAL_TRANSFER
"10871,97",2024-03-15 19:46:00,"Hong Kong (22.3193, 114.1694)",240.249.118.183,5961,"124406,29",DE98769043821442294850,DE85538483994235988126,CARD_PAYMENT
"1768,21",2024-03-15 21:09:00,"Paris, France (48.8566, 2.3522)",80.52.241.60,5983,"168480,77",DE19557991819934999805,DE82686963457027115959,INTERNAL_TRANSFER
"114,68",2024-03-16 09:38:00,"Dubai, UAE (25.2048, 55.2708)",228.128.144.194,7513,"64941,12",DE49836894055884547461,DE13683629854339459654,BILL_PAYMENT
"11276,44",2024-03-16 10:53:00,"Mumbai, India (19.0760, 72.8777)",235.93.1.95,7995,"3107,37",DE98769043821442294850,DE80602276804025016525,BILL_PAYMENT
"5696,82",2024-03-16 16:05:00,"Frankfurt, Germany (50.1109, 8.6821)",113.90.143.242,5941,"41447,94",DE29916768580065674646,DE19557991819934999805,BILL_PAYMENT
"274,74",2024-03-16 20:40:00,"Frankfurt, Germany (50.1109, 8.6821)",52.46.26.98,6300,"148612,11",DE48461642607714195028,DE77225941535543165270,SWIFT
"1657,55",2024-03-16 23:24:00,"Tokyo, Japan (35.6762, 139.6503)",163.183.70.146,5975,"157134,36",DE50923048645848773451,DE37006276983513963593,BILL_PAYMENT
"8063,66",2024-03-17 07:59:00,"Panama City, Panama (8.9824, -79.5199)",34.36.11.167,6531,"92154,86",DE76101837512445132435,DE51490111373988265135,BILL_PAYMENT
"8640,62",2024-03-17 10:37:00,"Dubai, UAE (25.2048, 55.2708)",2.236.145.34,5965,"144849,17",DE22452842572396451235,DE77164798701236531933,BILL_PAYMENT
"11878,78",2024-03-17 14:47:00,"Cyprus (35.1264, 33.4299)",107.147.12.59,5992,"115326,72",DE77225941535543165270,DE29681775483909919426,INTERNAL_TRANSFER
"13058,16",2024-03-18 02:09:00,"Toronto, Canada (43.6532, -79.3832)",141.44.255.25,7999,"11506,03",DE30188272914924300529,DE80602276804025016525,BILL_PAYMENT
"10581,78",2024-03-18 12:30:00,"Mumbai, India (19.0760, 72.8777)",209.182.112.114,5921,"12038,04",DE80602276804025016525,DE98525832950016740395,BILL_PAYMENT
"12868,37",2024-03-18 18:36:00,"Singapore (1.3521, 103.8198)",92.241.123.137,7622,"149308,91",DE22965687203229836394,DE33098599620746915640,BILL_PAYMENT
"8512,62",2024-03-19 03:27:00,"Singapore (1.3521, 103.8198)",103.32.240.194,7699,"79225,93",DE09288082463081273872,DE77225941535543165270,SWIFT
"10955,54",2024-03-19 09:06:00,"Mumbai, India (19.0760, 72.8777)",143.243.77.191,6011,"155908,62",DE87022351267045424956,DE38530636463083929906,ACH
"2774,56",2024-03-19 12:31:00,"New York, USA (40.7128, -74.0060)",111.26.156.9,5422,"56211,96",DE55423440463190800785,DE22539176725448936679,INTERNAL_TRANSFER
"9629,91",2024-03-19 19:22:00,"Nassau, Bahamas (25.0343, -77.3963)",54.28.40.242,5942,"166356,24",DE33098599620746915640,DE29455927236237049902,SEPA
"9977,47",2024-03-19 23:23:00,"Panama City, Panama (8.9824, -79.5199)",135.79.142.207,5813,"87181,12",DE41767259461962155099,DE36691670073356693755,BILL_PAYMENT
"1596,43",2024-03-20 02:09:00,"Toronto, Canada (43.6532, -79.3832)",32.28.71.52,5971,"32568,47",DE76101837512445132435,DE46848731919879983705,INTERNAL_TRANSFER
"7701,75",2024-03-20 14:11:00,"Paris, France (48.8566, 2.3522)",167.183.159.150,5970,"183998,72",DE80602276804025016525,DE13702202126332296617,INTERNAL_TRANSFER
"8656,3",2024-03-20 18:58:00,"Dubai, UAE (25.2048, 55.2708)",127.19.162.175,5948,"136736,77",DE90845404873875030990,DE48461642607714195028,INTERNAL_TRANSFER
"6455,65",2024-03-20 20:31:00,"London, UK (51.5074, -0.1278)",243.206.236.137,6529,"65830,25",DE80602276804025016525,DE80602276804025016525,ACH
"4408,73",2024-03-21 08:22:00,"Dubai, UAE (25.2048, 55.2708)",235.118.216.186,5971,"45405,17",DE41767259461962155099,DE17868765643312942108,CARD_PAYMENT
"6042,87",2024-03-21 11:01:00,"Singapore (1.3521, 103.8198)",43.97.247.199,5945,"125026,81",DE26483789595122698071,DE90304741950521462460,WIRE_TRANSFER
"10952,35",2024-03-21 16:12:00,"Panama City, Panama (8.9824, -79.5199)",57.143.138.5,5947,"190843,23",DE32676174774956686104,DE77653619723857283695,CARD_PAYMENT
"14906,4",2024-03-21 21:53:00,"Frankfurt, Germany (50.1109, 8.6821)",112.177.147.54,7995,"91343,49",DE98525832950016740395,DE68378313878394495870,SWIFT
"1724,56",2024-03-21 22:25:00,"New York, USA (40.7128, -74.0060)",41.250.34.47,7535,"153381,36",DE34053408088654578486,DE85863193008687593586,ACH
"2915,9",2024-03-21 23:16:00,"Panama City, Panama (8.9824, -79.5199)",184.96.32.103,6532,"157752,94",DE36691670073356693755,DE30188272914924300529,INTERNAL_TRANSFER
"6265,57",2024-03-22 05:15:00,"Toronto, Canada (43.6532, -79.3832)",144.43.74.198,6010,"181452,8",DE30188272914924300529,DE11825533331515937882,SWIFT
"6663,36",2024-03-22 05:29:00,"Cyprus (35.1264, 33.4299)",213.5.99.115,5993,"25047,21",DE29916768580065674646,DE90880800985574103868,SEPA
"4510,07",2024-03-22 10:15:00,"Tokyo, Japan (35.6762, 139.6503)",247.70.132.209,7629,"187048,34",DE90880800985574103868,DE38736535270957763063,BILL_PAYMENT
"4298,14",2024-03-22 16:46:00,"Tokyo, Japan (35.6762, 139.6503)",39.159.98.6,5948,"8344,7",DE64757475159078549044,DE30188272914924300529,WIRE_TRANSFER
"9014,18",2024-03-22 23:31:00,"London, UK (51.5074, -0.1278)",165.175.193.234,7622,"170487,17",DE46848731919879983705,DE19560397578096463876,CARD_PAYMENT
"7886,25",2024-03-23 15:24:00,"Sydney, Australia (-33.8688, 151.2093)",34.165.178.150,7692,111338,DE47435388196874792854,DE12986712861740028575,ACH
"10821,43",2024-03-23 15:24:00,"Paris, France (48.8566, 2.3522)",134.130.50.70,7997,"80450,54",DE36691670073356693755,DE87022351267045424956,BILL_PAYMENT
"98,31",2024-03-23 16:52:00,"Cyprus (35.1264, 33.4299)",118.168.152.91,6011,"180209,46",DE22965687203229836394,DE85538483994235988126,ACH
"9014,8",2024-03-23 20:44:00,"Sydney, Australia (-33.8688, 151.2093)",221.93.135.13,7512,"193205,45",DE41767259461962155099,DE44572961937397155013,WIRE_TRANSFER
"10205,8",2024-03-23 21:41:00,"New York, USA (40.7128, -74.0060)",120.253.185.133,5912,"155172,32",DE82686963457027115959,DE71724337750016626442,SWIFT
"5845,04",2024-03-23 22:13:00,"Sydney, Australia (-33.8688, 151.2093)",252.216.57.22,5950,"18943,44",DE11825533331515937882,DE13702202126332296617,BILL_PAYMENT
"10421,46",2024-03-24 00:51:00,"Cyprus (35.1264, 33.4299)",128.8.49.59,5992,"106256,34",DE90560471705949841936,DE98081467947140449034,WIRE_TRANSFER
"6032,83",2024-03-24 03:32:00,"Nassau, Bahamas (25.0343, -77.3963)",184.18.60.13,5968,"20119,99",DE80602276804025016525,DE85538483994235988126,CARD_PAYMENT
"2610,45",2024-03-24 04:54:00,"Toronto, Canada (43.6532, -79.3832)",152.167.144.51,5977,"57663,6",DE67929625670649276366,DE33105707422805287356,SEPA
"7343,38",2024-03-24 12:17:00,"Mumbai, India (19.0760, 72.8777)",172.115.11.151,7631,"89501,85",DE64757475159078549044,DE80602276804025016525,CARD_PAYMENT
"11223,56",2024-03-24 15:59:00,"Toronto, Canada (43.6532, -79.3832)",175.251.128.89,5948,"144689,21",DE49836894055884547461,DE55423440463190800785,ACH
"9962,91",2024-03-25 02:14:00,"Nassau, Bahamas (25.0343, -77.3963)",59.242.187.99,5961,"133366,04",DE60898660982173308541,DE90304741950521462460,WIRE_TRANSFER
"7144,55",2024-03-25 04:57:00,"Panama City, Panama (8.9824, -79.5199)",240.79.211.162,5411,"84654,17",DE43898807398882718828,DE72074766470263545473,SWIFT
"8707,37",2024-03-25 11:46:00,"Hong Kong (22.3193, 114.1694)",96.239.177.197,5732,"103961,81",DE82686963457027115959,DE98081467947140449034,SWIFT
"8609,05",2024-03-25 14:42:00,"London, UK (51.5074, -0.1278)",78.194.102.232,5422,"147327,05",DE98769043821442294850,DE98525832950016740395,CARD_PAYMENT
"2943,22",2024-03-25 20:02:00,"Mumbai, India (19.0760, 72.8777)",121.77.248.209,5992,"83976,85",DE33098599620746915640,DE22965687203229836394,SEPA
"6188,04",2024-03-26 00:13:00,"Toronto, Canada (43.6532, -79.3832)",8.233.129.92,5976,"171209,6",DE77653619723857283695,DE14720138926395919192,SEPA
"10229,23",2024-03-26 06:30:00,"Mumbai, India (19.0760, 72.8777)",33.166.204.129,7995,"36319,53",DE80424971056387621024,DE36691670073356693755,BILL_PAYMENT
"13976,8",2024-03-26 08:26:00,"Frankfurt, Germany (50.1109, 8.6821)",80.35.39.252,7622,"38914,67",DE52211157124795211210,DE10228319081121600723,BILL_PAYMENT
"2698,05",2024-03-27 01:55:00,"Dubai, UAE (25.2048, 55.2708)",242.118.163.180,5967,"46112,63",DE26483789595122698071,DE75426460350321230713,SWIFT
"1278,26",2024-03-27 11:21:00,"Hong Kong (22.3193, 114.1694)",97.157.210.203,6531,"145717,36",DE06366888337780069974,DE02200265582329718478,BILL_PAYMENT
"7434,62",2024-03-27 16:47:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",58.79.154.161,7623,"40150,17",DE85863193008687593586,DE06217435224929418484,SEPA
"218,36",2024-03-27 16:59:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",49.3.217.180,6531,"43570,89",DE22965687203229836394,DE19557991819934999805,CARD_PAYMENT
"6088,02",2024-03-27 18:24:00,"New York, USA (40.7128, -74.0060)",186.43.105.98,7999,"12096,87",DE90304741950521462460,DE13850611322279370660,WIRE_TRANSFER
"6098,11",2024-03-28 03:46:00,"Toronto, Canada (43.6532, -79.3832)",34.7.16.136,5960,"191369,2",DE55423440463190800785,DE71936767910116526716,SEPA
"8417,55",2024-03-28 04:51:00,"Dubai, UAE (25.2048, 55.2708)",88.83.204.62,7692,"54532,63",DE14720138926395919192,DE77225941535543165270,BILL_PAYMENT
